attribute_concept,masked_display_value,value_hash,global_frequency,frequency_by_source,source_count,rule2_status,reason,profiling_transformation,affected_records,potential_pair_incidences
last_name,F***,e48b0dfedc9dd68c251298f2f9655cedec6205e62b71fb90df73e3a5559ffa90,224,"{""app_users"": 130, ""store_customers"": 94}",2,worthless,Observed on 224 physical records; strict Rule 2 threshold is greater than 40.,trim only,224,24976
last_name,X***,ec89cf8e744699234b96b1b93112722b9560b7ab5f1d894cc5888df6481ca604,224,"{""app_users"": 135, ""store_customers"": 89}",2,worthless,Observed on 224 physical records; strict Rule 2 threshold is greater than 40.,trim only,224,24976
first_name,F***,43857ba720b62b386a4ec6e220a3df9e854e98a989768a12b689ea6d98dd8fc3,223,"{""app_users"": 129, ""store_customers"": 94}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,J***,4447ca0eaefc02e52eff0de606121b1974105e777ae8e469ef241b23efc94672,223,"{""app_users"": 134, ""store_customers"": 89}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,B***,47ad8ee15ccac900fa6c24a522462aad27802dfec2c6f6d55ad46a4626348165,223,"{""app_users"": 128, ""store_customers"": 95}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,D***,7ee75ad7ca39c9e567e64a58cb116b2a021a90f434b4c61b9ee732fed85fd390,223,"{""app_users"": 131, ""store_customers"": 92}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,T***,8ad55eba4c88160d322b3a63178ed113aa9e172ff2f9bbc7d7094b96c49c659a,223,"{""app_users"": 122, ""store_customers"": 101}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,M***,b28bece7c04b30a7cabb072679e31decae8b6fb722709a18e902ef55c57cf3e1,223,"{""app_users"": 133, ""store_customers"": 90}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,P***,bda7d6db6be3d78040b7a65df1145997ccc87b56f3394846fc488ccf84c6de4c,223,"{""app_users"": 132, ""store_customers"": 91}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,K***,e6b0ae58d684cfba823a7533eabdeb065ee691d053f6219b1fabc4bbb27dfbc0,223,"{""app_users"": 136, ""store_customers"": 87}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,Y***,fe1430d4b0217ebb76e2bbf99ad0c015eeb32db8b1a26115bc6df6a8a30384e0,223,"{""app_users"": 128, ""store_customers"": 95}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,X***,075eef1d0aeff1366bea9a7a118fd1d8c9215d1493c3ebdacfd2dbbcdb6dbd3e,223,"{""app_users"": 137, ""store_customers"": 86}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,T***,1972c4aa5d7ee4e2b81190976e6cb84b87c4a5bf0387baad1de851b96276ef00,223,"{""app_users"": 135, ""store_customers"": 88}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,Y***,1bdd342c138ff8813ddd2643c7b814216daeee39056d648264e4efd41d542e0d,223,"{""app_users"": 126, ""store_customers"": 97}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,P***,95ca124e2f977d0aa12afaef2282ae62665c49eb2b25e902ceb0b0984d937584,223,"{""app_users"": 143, ""store_customers"": 80}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,P***,9d3aa1b2799b134c4c7a102f80a0b022b6858a69c3401c48b5780c2a1af441c3,223,"{""app_users"": 123, ""store_customers"": 100}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,D***,a7bd893d3ed50b8b1ea5100c4689e02c5730f0e68d0e72a4bdcc6d04262ff026,223,"{""app_users"": 129, ""store_customers"": 94}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
last_name,B***,c47ec08e94b73c0aed8f99311edeadbb5cd6f514c2c36b7307d2f920e0113686,223,"{""app_users"": 130, ""store_customers"": 93}",2,worthless,Observed on 223 physical records; strict Rule 2 threshold is greater than 40.,trim only,223,24753
first_name,Z***,1172baebadb0936b6e022447d3c1b6f58c109c854b912564d4416dd00bca36ba,222,"{""app_users"": 141, ""store_customers"": 81}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,G***,133b12bfc96a4adcfca8a15d612442f9d674bbe5e415cfa934ba950ecd072452,222,"{""app_users"": 142, ""store_customers"": 80}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,W***,1f0d01fcc0af5239ffdeff1ac22c01feebeb5c1538923f338f912ff83de07323,222,"{""app_users"": 131, ""store_customers"": 91}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,L***,3e3a1bb430a9ce324a573a12366ffea57e80a7ecc3b87abc10f0eb5caa836b36,222,"{""app_users"": 123, ""store_customers"": 99}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,N***,66449dda266b3edd812c335721e47d12f9600d1816e13d908ebf463ca1e2d195,222,"{""app_users"": 125, ""store_customers"": 97}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,V***,845d93f7a0d28a1dae6b8e25ef51b35d98b5ba457bd642228f527014bd128ff8,222,"{""app_users"": 131, ""store_customers"": 91}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,N***,c8f743fc96ad1b93ec8705b0d36fe78d5ef235038903f725b32986485bad3860,222,"{""app_users"": 139, ""store_customers"": 83}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,P***,0827c4599ecb014f56c2270cbcc4fb022889ad3c3e2beb49efcaf01a45fc6b9a,222,"{""app_users"": 106, ""store_customers"": 116}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,L***,1bca3351e48c12e88851a4b874ba3bb12ee548c9dc40403e95d297b075166d74,222,"{""app_users"": 140, ""store_customers"": 82}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,F***,1c74c8a3b7f3395a6fc3738656866bee4bcf61560879eb4508fd0b50c4f240d7,222,"{""app_users"": 124, ""store_customers"": 98}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,S***,6bcce8c2162dd154553592ae6cb34016c70509e634e9432d7c9afcefc1c9b82b,222,"{""app_users"": 136, ""store_customers"": 86}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,P***,6ffee4d8bafa9bf544196cecbfa999db5f8cfbe2ffc9431a78373dbff3731804,222,"{""app_users"": 129, ""store_customers"": 93}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,J***,8bf6be76b32ec55141deb3a11641105fde83cded2ea8614bb637e938dec3e60a,222,"{""app_users"": 129, ""store_customers"": 93}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,N***,96cb953c64cbacf03f7f98ede0c16347a4574f40938337beeb830cc764300577,222,"{""app_users"": 134, ""store_customers"": 88}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,L***,bcc57e161ae51875a93a1ab432b13d7b3853311569c7dbc65e27f471d399a308,222,"{""app_users"": 125, ""store_customers"": 97}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
last_name,D***,f94f63b5290aad76ba9f2d0c82ea95d9bd93d10ba745ad89e4f7f8369afcd0b7,222,"{""app_users"": 139, ""store_customers"": 83}",2,worthless,Observed on 222 physical records; strict Rule 2 threshold is greater than 40.,trim only,222,24531
first_name,L***,01dfc5d169950f584a2149be13f1d234370c70d1154c5b7d2ac3b1746decb489,221,"{""app_users"": 134, ""store_customers"": 87}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,L***,0b64e7a35e72e6e45a7108e82029fc0f06935bce386ed78fc72986b24fae38db,221,"{""app_users"": 123, ""store_customers"": 98}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,K***,0ffc9f589ede47325f29fd124053c490e9778df123893176c37b87438c7194e3,221,"{""app_users"": 130, ""store_customers"": 91}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,N***,294a5da43fc710fcacdff33ef3641a38a021022ff0d38f5ffd73153a9c474bdb,221,"{""app_users"": 131, ""store_customers"": 90}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,P***,2cd6d55f9853a435f495feaebe36b01f5bdb840848726b3f0dcea3327e3f90ca,221,"{""app_users"": 119, ""store_customers"": 102}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,Y***,4b2f8360eac5b29a0b3d35b0f4b69211369ff79b959375119b174c48034b3095,221,"{""app_users"": 131, ""store_customers"": 90}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,N***,5ef87fb107cae8a506a82275227e0ba58cbc909993c3fd809702910f103bba0d,221,"{""app_users"": 131, ""store_customers"": 90}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,S***,643082766e2ffb04fbdecfa98ac6b15c718c1eb112c801e8313367dd781b2b6f,221,"{""app_users"": 134, ""store_customers"": 87}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,N***,64cdd9bd402787df48cc5a1feb3f56f71e8181b4b4d2354f9360d7ec4dcd416c,221,"{""app_users"": 129, ""store_customers"": 92}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,W***,700b3be614ff6ee7711c4ccccbbade44645f94d30a24399176794ada4fbc47fd,221,"{""app_users"": 124, ""store_customers"": 97}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,D***,c3187b6e163efbc7ce5155260c06ba29fc6ff968e3f6414acd6352f4f853c2b6,221,"{""app_users"": 120, ""store_customers"": 101}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,B***,e0a94b075566b37c62117d3445d5eaefd5c0b3d62aeee655a31edf5ae8cbbb04,221,"{""app_users"": 133, ""store_customers"": 88}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,S***,ea93cd7c42ff916fcaf48394b5e31857f8894a91bbad966f6960c7013ec2c730,221,"{""app_users"": 118, ""store_customers"": 103}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,B***,edb5537960a62fb86a6d50cb7cb2a3fbe733646afcd008c48540c2f154a6c76c,221,"{""app_users"": 133, ""store_customers"": 88}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,R***,f07149f0d32efe614e526b26f3c4fbb4a19cdf2af226d5bd3993cdd14938945f,221,"{""app_users"": 132, ""store_customers"": 89}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,J***,f593780c036da19bf95bfde466f9ba4db418a1a4e3a384ad0213960789f3d665,221,"{""app_users"": 132, ""store_customers"": 89}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,S***,03263d6459a0c01f20d97a89ecb74fd500b061ce473200cce9a9afde5282e69d,221,"{""app_users"": 120, ""store_customers"": 101}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,S***,099d3c2f303d5d68081558c5f9724c3bc9f1878677d2d07dccc51f9669f11450,221,"{""app_users"": 138, ""store_customers"": 83}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,P***,103b3c071e377764d16ae5bc7a742a005375c37ce5d7252f4f98bf9e712bb6be,221,"{""app_users"": 134, ""store_customers"": 87}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,W***,1d471dd286e27cb4065007d63fc0db63136a53f307580ed2939fca730b53f460,221,"{""app_users"": 121, ""store_customers"": 100}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,S***,3bc498f839827b5d177371d6ecb0bac2da2f3ea0126a925c97253d367c041dbc,221,"{""app_users"": 123, ""store_customers"": 98}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,N***,50fa1810deefd4974c038b6c3c5474c8f5cdc61123f37b2f0f5af35dca5dc088,221,"{""app_users"": 140, ""store_customers"": 81}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,R***,61c5f5a51b7e1d0bffe021354c5e30864cf329cf994cfc2e11e13fc003b3db38,221,"{""app_users"": 117, ""store_customers"": 104}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,F***,75261647138ca4fa38442d6a12ec7a5a932558cfb35878566663d85aa924f661,221,"{""app_users"": 127, ""store_customers"": 94}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,T***,93921feb1681e63ed4d8226c1324dd8ea43e75dcd44ffeffb8bc35b04715dcb1,221,"{""app_users"": 127, ""store_customers"": 94}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,G***,a2f27cdcdbf057ed57c3a7310266f427a85abd6f0dd0d97dec8f502a22699423,221,"{""app_users"": 132, ""store_customers"": 89}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,C***,a59e57dc0341b3e14b7d00cd5ff24ccc62907d4899b39bb3d71db40fc7d7f6fe,221,"{""app_users"": 133, ""store_customers"": 88}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,Z***,a9c7e313ff210094b69a06e239d8a1c47f05d71cd4eacefcc070fc8b713ae803,221,"{""app_users"": 126, ""store_customers"": 95}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,S***,b4ae174b24a317f95ef865cd4be2e63e62f1dd1c724c981960d9372960e64458,221,"{""app_users"": 125, ""store_customers"": 96}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,T***,bf824542ca0e743b48556d175f47e00e93232096856d6bee8f8a42657e66e51b,221,"{""app_users"": 111, ""store_customers"": 110}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,N***,c650828365bf9dd4cae1f4b4699a54522e7ad8daaf1c7330b7b041a73d2d2d21,221,"{""app_users"": 126, ""store_customers"": 95}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
last_name,M***,e9bce26848cc824e01fccca0f13a1bed1f74fc8b7e73fc0c175c385ff7b5011f,221,"{""app_users"": 139, ""store_customers"": 82}",2,worthless,Observed on 221 physical records; strict Rule 2 threshold is greater than 40.,trim only,221,24310
first_name,B***,1b0b6cfcd7cfd34a994212f2f83288f2bddbecb8a4621a20925337b3fff28115,220,"{""app_users"": 132, ""store_customers"": 88}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
first_name,N***,7a1d336590b67b43c17ca1af08e7ec70f7245d4f0176753a14858c3ee8ab5459,220,"{""app_users"": 124, ""store_customers"": 96}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
first_name,S***,8ad906d3a37081854f250bb160f39f97582ac1568cee651fc79744435da434ec,220,"{""app_users"": 126, ""store_customers"": 94}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
first_name,Q***,b6df3a1244e7478feb9daa2a69496196afd3207f96c6b87d497e200bc684d397,220,"{""app_users"": 127, ""store_customers"": 93}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
first_name,C***,e80f798a7cf9675cfd7995749f258589d0229b7073d15d7f83bab64bd9c99180,220,"{""app_users"": 134, ""store_customers"": 86}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,R***,1912975fc02aad32c6b85eb13fcb1fade82cb2e1a4027d44fa490d8b57366595,220,"{""app_users"": 126, ""store_customers"": 94}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,C***,37c40892c17aafd6cfb51f347ec42ac238cfc3c77f16ad77eee4aa9aace1a720,220,"{""app_users"": 125, ""store_customers"": 95}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,C***,3a77a5ca6cdc51fa9478d809eb731825d56c94fe164d371cd18c7818950dd7ea,220,"{""app_users"": 126, ""store_customers"": 94}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,B***,7012b574e6b592943c9816582a28d309c55f11ebff7c5f689258c3052e9dc301,220,"{""app_users"": 139, ""store_customers"": 81}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,P***,b5ffbc90f8be1fbe51f40e5d5fc2e6ece954029af090f896298b797508b0d39c,220,"{""app_users"": 129, ""store_customers"": 91}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,N***,d6498bd031d61b6ef5927b6dd3da68b7bb31ea429aa0e4eaaa45890ea87eb5a1,220,"{""app_users"": 132, ""store_customers"": 88}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,B***,db16ad4a61310b3f4ed465d902c0109eba73c61f3375bf6c378a2192956fe09d,220,"{""app_users"": 119, ""store_customers"": 101}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,B***,dd3394e92c261d0e2125d792e390d0b406a54682bc851b4c1019ca9f936cd6fa,220,"{""app_users"": 116, ""store_customers"": 104}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,X***,de9b538041e9eb41b2085954f8eee6a747436f61ce7039e371facad1fc9f0f5f,220,"{""app_users"": 138, ""store_customers"": 82}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,C***,e0449367a0c3b21331e4bfc8357dc90aee9a36a1a5ec955e5e6a304f556a62af,220,"{""app_users"": 138, ""store_customers"": 82}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
last_name,B***,e5f0b8008e48085fd289e110da6b1eede5991c40c4447cb0ba664211528a9334,220,"{""app_users"": 133, ""store_customers"": 87}",2,worthless,Observed on 220 physical records; strict Rule 2 threshold is greater than 40.,trim only,220,24090
first_name,S***,2f477f3b30f0a11282f1c5ecf0d6fdb9fa46c93ee390f456270205cc7554c83d,219,"{""app_users"": 122, ""store_customers"": 97}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,B***,58602731696c206e27589ec855d3b2bd1ec4f3095d394598b98345ae2ed07e7a,219,"{""app_users"": 117, ""store_customers"": 102}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,P***,6d96ee788f8bc3e27cdebaa308f98debd780ad387711bf567729e179177ab882,219,"{""app_users"": 120, ""store_customers"": 99}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,P***,74595d2eeee51f77feb0e21b37182b216a5be41120c11924878770d326f140fb,219,"{""app_users"": 141, ""store_customers"": 78}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,B***,747560db36ba17dfe084d3a6297c1472b918c49270bd39642c25e999bb37075a,219,"{""app_users"": 138, ""store_customers"": 81}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,J***,88518a0a12451b975fd960ecf7ea416befa26555c911c10489b856f9e3546482,219,"{""app_users"": 123, ""store_customers"": 96}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,P***,d1896b158fe96e2f82f871724d8677f1d5f09948e8fbbc86591e9c4906418705,219,"{""app_users"": 134, ""store_customers"": 85}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,B***,deddf202cb10db56d370cedcd4e5a5baad605677de354e9da6569395a22c3ba4,219,"{""app_users"": 140, ""store_customers"": 79}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,T***,e550c62bf243f81e5e4e15f36b98bbf304d8220407736a2c263254c53ca0dbf1,219,"{""app_users"": 138, ""store_customers"": 81}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,P***,03efb8e6e2d7ae547b2f6a7ed39c03d478f879683d2f6de66bb86d63664f33a7,219,"{""app_users"": 135, ""store_customers"": 84}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,M***,226a752dc3888d3ca3c3b2e57d89ffd2ffa57a769729b3267d8eb5497a3b8155,219,"{""app_users"": 124, ""store_customers"": 95}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,S***,2c88e1e01897ef2c183725217af279afcd53e41f1e90c4c438ef7572125e97b9,219,"{""app_users"": 127, ""store_customers"": 92}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,D***,46ef0e137ab77d89c72225eb9b899f675ae2b8c0270349f78cbcb7c5964a9c13,219,"{""app_users"": 122, ""store_customers"": 97}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,M***,6f3b5d2d89531a1fbaf0e39dc199cc8f509b3c59b4954d9c59c04e86cda02239,219,"{""app_users"": 108, ""store_customers"": 111}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,N***,77c6cc40e1dde8fb43ecb72781b095eb14dd2b2d9497825f1d837b55bf4a8eb0,219,"{""app_users"": 149, ""store_customers"": 70}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,M***,7858d0c5ed165946e17daefecf2c27c6f80e3b6d4ac8683e1a7bd973f906ec41,219,"{""app_users"": 128, ""store_customers"": 91}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,R***,957e9e679ab2e9d578bd322934e16498636f89eb547ea2c6d69ff7081c54a501,219,"{""app_users"": 134, ""store_customers"": 85}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,R***,bbdee15568f54cff4c7346925c4626885958d7c95ee32a2a1dede85265fedc88,219,"{""app_users"": 137, ""store_customers"": 82}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
last_name,L***,e734a796fd44a9924884cbb5d151186367ce291263909b3a390dc773e006dd2a,219,"{""app_users"": 119, ""store_customers"": 100}",2,worthless,Observed on 219 physical records; strict Rule 2 threshold is greater than 40.,trim only,219,23871
first_name,M***,02741d7fe54de3ef7ef20db0d2024ee30d177502ff3b20777f80da522373e702,218,"{""app_users"": 127, ""store_customers"": 91}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,M***,107b6fc88d5f4309b8780d35f277deb8ca23d88b0a557061d2ae9c463fc35b7b,218,"{""app_users"": 126, ""store_customers"": 92}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,Z***,16779e060aa39a147d7d718d5cc16e527dd75b324a22485f6900f83a5a95245c,218,"{""app_users"": 133, ""store_customers"": 85}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,X***,186ae0b4562a7a54420efbdaa9d877add98e4dbf427c9643b0813109c7a11561,218,"{""app_users"": 122, ""store_customers"": 96}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,R***,2350bb0f0df5601167318c8a9ee89fcec22f8058d4f4a426b997c461f1c09903,218,"{""app_users"": 125, ""store_customers"": 93}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,Q***,271c1da71edbbb9d8733fe6ec746a56fb41ab9e019d1159b498e74507d6647b3,218,"{""app_users"": 132, ""store_customers"": 86}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,M***,3540f9c2d80d1773969a28cd11a8d9bb9f29d193e963be603e161f459b12b404,218,"{""app_users"": 129, ""store_customers"": 89}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,P***,4ddc7d1feb310fd31f0c2c34d8f6701b5031dd4b42f30d80b11a185f9abec5e4,218,"{""app_users"": 121, ""store_customers"": 97}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,R***,50c0e777fccadb0d80f232f40b2a85211bf96ccbb4f784db54481214eafc383e,218,"{""app_users"": 121, ""store_customers"": 97}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,L***,5283c7a117f23e386581c90f247e7ef50e7b4985d91a4cd906abd7c91c53be85,218,"{""app_users"": 125, ""store_customers"": 93}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,Q***,52c8e75a2857b87ce2c0adb5415ecfcd8a4245f1a830a499efa7e8e7d8d6efd8,218,"{""app_users"": 135, ""store_customers"": 83}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,W***,5d2e7dcc04c10e0bb7a289b7b445a3bbd743fa784463e2ac5705f24d9b0b6b5c,218,"{""app_users"": 127, ""store_customers"": 91}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,Z***,60b2affb803aa92481df7fecba1bb16ce80a82acccfc9374d04cf4dba13c3221,218,"{""app_users"": 141, ""store_customers"": 77}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,Z***,9774060ce658339971eb08cce9392c643fda1f777bb93d762fee0308e63312cb,218,"{""app_users"": 130, ""store_customers"": 88}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
first_name,L***,9ad92a13883338ad6e0e66a5dd07c86fd11d2a324efcfe7a3697f02b5e6f81e7,218,"{""app_users"": 129, ""store_customers"": 89}",2,worthless,Observed on 218 physical records; strict Rule 2 threshold is greater than 40.,trim only,218,23653
